corpus_unit_id,passage_text,plant_name,chemical_name,text,label
628,"In this study, methane emission rates were measured after transplanting in paddy fields with application of two kinds of nitrogen fertilizers (ammonium sulfate, NH4+-N and potassium nitrate, NO3(-)-N) and with two kinds of rice varieties (Japonica and Indica).",Japonica,NO3(-)-N,"Relation of Japonica and NO3(-)-N on In this study, methane emission rates were measured after transplanting in paddy fields with application of two kinds of nitrogen fertilizers (ammonium sulfate, NH4+-N and potassium nitrate, NO3(-)-N) and with two kinds of rice varieties (Japonica and Indica).",Negative
629,"In this study, methane emission rates were measured after transplanting in paddy fields with application of two kinds of nitrogen fertilizers (ammonium sulfate, NH4+-N and potassium nitrate, NO3(-)-N) and with two kinds of rice varieties (Japonica and Indica).",Indica,methane,"Relation of Indica and methane on In this study, methane emission rates were measured after transplanting in paddy fields with application of two kinds of nitrogen fertilizers (ammonium sulfate, NH4+-N and potassium nitrate, NO3(-)-N) and with two kinds of rice varieties (Japonica and Indica).",Negative
630,"In this study, methane emission rates were measured after transplanting in paddy fields with application of two kinds of nitrogen fertilizers (ammonium sulfate, NH4+-N and potassium nitrate, NO3(-)-N) and with two kinds of rice varieties (Japonica and Indica).",Indica,nitrogen,"Relation of Indica and nitrogen on In this study, methane emission rates were measured after transplanting in paddy fields with application of two kinds of nitrogen fertilizers (ammonium sulfate, NH4+-N and potassium nitrate, NO3(-)-N) and with two kinds of rice varieties (Japonica and Indica).",Negative
631,"In this study, methane emission rates were measured after transplanting in paddy fields with application of two kinds of nitrogen fertilizers (ammonium sulfate, NH4+-N and potassium nitrate, NO3(-)-N) and with two kinds of rice varieties (Japonica and Indica).",Indica,ammonium sulfate,"Relation of Indica and ammonium sulfate on In this study, methane emission rates were measured after transplanting in paddy fields with application of two kinds of nitrogen fertilizers (ammonium sulfate, NH4+-N and potassium nitrate, NO3(-)-N) and with two kinds of rice varieties (Japonica and Indica).",Negative
632,"In this study, methane emission rates were measured after transplanting in paddy fields with application of two kinds of nitrogen fertilizers (ammonium sulfate, NH4+-N and potassium nitrate, NO3(-)-N) and with two kinds of rice varieties (Japonica and Indica).",Indica,NH4+-N,"Relation of Indica and NH4+-N on In this study, methane emission rates were measured after transplanting in paddy fields with application of two kinds of nitrogen fertilizers (ammonium sulfate, NH4+-N and potassium nitrate, NO3(-)-N) and with two kinds of rice varieties (Japonica and Indica).",Negative
633,"In this study, methane emission rates were measured after transplanting in paddy fields with application of two kinds of nitrogen fertilizers (ammonium sulfate, NH4+-N and potassium nitrate, NO3(-)-N) and with two kinds of rice varieties (Japonica and Indica).",Indica,potassium nitrate,"Relation of Indica and potassium nitrate on In this study, methane emission rates were measured after transplanting in paddy fields with application of two kinds of nitrogen fertilizers (ammonium sulfate, NH4+-N and potassium nitrate, NO3(-)-N) and with two kinds of rice varieties (Japonica and Indica).",Negative
634,"In this study, methane emission rates were measured after transplanting in paddy fields with application of two kinds of nitrogen fertilizers (ammonium sulfate, NH4+-N and potassium nitrate, NO3(-)-N) and with two kinds of rice varieties (Japonica and Indica).",Indica,NO3(-)-N,"Relation of Indica and NO3(-)-N on In this study, methane emission rates were measured after transplanting in paddy fields with application of two kinds of nitrogen fertilizers (ammonium sulfate, NH4+-N and potassium nitrate, NO3(-)-N) and with two kinds of rice varieties (Japonica and Indica).",Negative
635,"In this study, 1.5 mL/day of decaffeinated coffee or its polyphenols or melanoidins (corresponding to approximately 2 cups of filtered coffee or 6 cups of espresso coffee for a 70-kg person) were added for 8 weeks to the drinking water of rats who were being fed a high-fat, high-calorie solid diet (HFD) for the previous 4 weeks.",coffee,polyphenols,"Relation of coffee and polyphenols on In this study, 1.5 mL/day of decaffeinated coffee or its polyphenols or melanoidins (corresponding to approximately 2 cups of filtered coffee or 6 cups of espresso coffee for a 70-kg person) were added for 8 weeks to the drinking water of rats who were being fed a high-fat, high-calorie solid diet (HFD) for the previous 4 weeks.",Positive
636,"In this study, 1.5 mL/day of decaffeinated coffee or its polyphenols or melanoidins (corresponding to approximately 2 cups of filtered coffee or 6 cups of espresso coffee for a 70-kg person) were added for 8 weeks to the drinking water of rats who were being fed a high-fat, high-calorie solid diet (HFD) for the previous 4 weeks.",coffee,melanoidins,"Relation of coffee and melanoidins on In this study, 1.5 mL/day of decaffeinated coffee or its polyphenols or melanoidins (corresponding to approximately 2 cups of filtered coffee or 6 cups of espresso coffee for a 70-kg person) were added for 8 weeks to the drinking water of rats who were being fed a high-fat, high-calorie solid diet (HFD) for the previous 4 weeks.",Positive
637,"In this study, 1.5 mL/day of decaffeinated coffee or its polyphenols or melanoidins (corresponding to approximately 2 cups of filtered coffee or 6 cups of espresso coffee for a 70-kg person) were added for 8 weeks to the drinking water of rats who were being fed a high-fat, high-calorie solid diet (HFD) for the previous 4 weeks.",coffee,polyphenols,"Relation of coffee and polyphenols on In this study, 1.5 mL/day of decaffeinated coffee or its polyphenols or melanoidins (corresponding to approximately 2 cups of filtered coffee or 6 cups of espresso coffee for a 70-kg person) were added for 8 weeks to the drinking water of rats who were being fed a high-fat, high-calorie solid diet (HFD) for the previous 4 weeks.",Positive
638,"In this study, 1.5 mL/day of decaffeinated coffee or its polyphenols or melanoidins (corresponding to approximately 2 cups of filtered coffee or 6 cups of espresso coffee for a 70-kg person) were added for 8 weeks to the drinking water of rats who were being fed a high-fat, high-calorie solid diet (HFD) for the previous 4 weeks.",coffee,melanoidins,"Relation of coffee and melanoidins on In this study, 1.5 mL/day of decaffeinated coffee or its polyphenols or melanoidins (corresponding to approximately 2 cups of filtered coffee or 6 cups of espresso coffee for a 70-kg person) were added for 8 weeks to the drinking water of rats who were being fed a high-fat, high-calorie solid diet (HFD) for the previous 4 weeks.",Positive
639,"In this study, 1.5 mL/day of decaffeinated coffee or its polyphenols or melanoidins (corresponding to approximately 2 cups of filtered coffee or 6 cups of espresso coffee for a 70-kg person) were added for 8 weeks to the drinking water of rats who were being fed a high-fat, high-calorie solid diet (HFD) for the previous 4 weeks.",coffee,polyphenols,"Relation of coffee and polyphenols on In this study, 1.5 mL/day of decaffeinated coffee or its polyphenols or melanoidins (corresponding to approximately 2 cups of filtered coffee or 6 cups of espresso coffee for a 70-kg person) were added for 8 weeks to the drinking water of rats who were being fed a high-fat, high-calorie solid diet (HFD) for the previous 4 weeks.",Positive
640,"In this study, 1.5 mL/day of decaffeinated coffee or its polyphenols or melanoidins (corresponding to approximately 2 cups of filtered coffee or 6 cups of espresso coffee for a 70-kg person) were added for 8 weeks to the drinking water of rats who were being fed a high-fat, high-calorie solid diet (HFD) for the previous 4 weeks.",coffee,melanoidins,"Relation of coffee and melanoidins on In this study, 1.5 mL/day of decaffeinated coffee or its polyphenols or melanoidins (corresponding to approximately 2 cups of filtered coffee or 6 cups of espresso coffee for a 70-kg person) were added for 8 weeks to the drinking water of rats who were being fed a high-fat, high-calorie solid diet (HFD) for the previous 4 weeks.",Positive
641,These results thus suggest that isoflavones may not be involved in the mechanisms underlying the synergistic goitrogenic effect of soybean with iodine deficiency.,soybean,isoflavones,Relation of soybean and isoflavones on These results thus suggest that isoflavones may not be involved in the mechanisms underlying the synergistic goitrogenic effect of soybean with iodine deficiency.,Negative
642,"Previous studies have shown that wogonin (5,7-dihydroxy-8-methoxyflavone), a flavonoid isolated from the root of the medicinal herb Scutellaria baicalensis Georgi, sensitizes cancer cells to chemotheraputics such as etoposide, adriamycin, tumor necrosis factor-related apoptosis-inducing ligand (TRAIL) and TNF.",Scutellaria baicalensis Georgi,wogonin,"Relation of Scutellaria baicalensis Georgi and wogonin on Previous studies have shown that wogonin (5,7-dihydroxy-8-methoxyflavone), a flavonoid isolated from the root of the medicinal herb Scutellaria baicalensis Georgi, sensitizes cancer cells to chemotheraputics such as etoposide, adriamycin, tumor necrosis factor-related apoptosis-inducing ligand (TRAIL) and TNF.",Positive
643,"Previous studies have shown that wogonin (5,7-dihydroxy-8-methoxyflavone), a flavonoid isolated from the root of the medicinal herb Scutellaria baicalensis Georgi, sensitizes cancer cells to chemotheraputics such as etoposide, adriamycin, tumor necrosis factor-related apoptosis-inducing ligand (TRAIL) and TNF.",Scutellaria baicalensis Georgi,"5,7-dihydroxy-8-methoxyflavone","Relation of Scutellaria baicalensis Georgi and 5,7-dihydroxy-8-methoxyflavone on Previous studies have shown that wogonin (5,7-dihydroxy-8-methoxyflavone), a flavonoid isolated from the root of the medicinal herb Scutellaria baicalensis Georgi, sensitizes cancer cells to chemotheraputics such as etoposide, adriamycin, tumor necrosis factor-related apoptosis-inducing ligand (TRAIL) and TNF.",Positive
644,"Previous studies have shown that wogonin (5,7-dihydroxy-8-methoxyflavone), a flavonoid isolated from the root of the medicinal herb Scutellaria baicalensis Georgi, sensitizes cancer cells to chemotheraputics such as etoposide, adriamycin, tumor necrosis factor-related apoptosis-inducing ligand (TRAIL) and TNF.",Scutellaria baicalensis Georgi,flavonoid,"Relation of Scutellaria baicalensis Georgi and flavonoid on Previous studies have shown that wogonin (5,7-dihydroxy-8-methoxyflavone), a flavonoid isolated from the root of the medicinal herb Scutellaria baicalensis Georgi, sensitizes cancer cells to chemotheraputics such as etoposide, adriamycin, tumor necrosis factor-related apoptosis-inducing ligand (TRAIL) and TNF.",Positive
645,"Previous studies have shown that wogonin (5,7-dihydroxy-8-methoxyflavone), a flavonoid isolated from the root of the medicinal herb Scutellaria baicalensis Georgi, sensitizes cancer cells to chemotheraputics such as etoposide, adriamycin, tumor necrosis factor-related apoptosis-inducing ligand (TRAIL) and TNF.",Scutellaria baicalensis Georgi,etoposide,"Relation of Scutellaria baicalensis Georgi and etoposide on Previous studies have shown that wogonin (5,7-dihydroxy-8-methoxyflavone), a flavonoid isolated from the root of the medicinal herb Scutellaria baicalensis Georgi, sensitizes cancer cells to chemotheraputics such as etoposide, adriamycin, tumor necrosis factor-related apoptosis-inducing ligand (TRAIL) and TNF.",Negative
